Symbol,Security Name,Tier,Price,Change %,Vol,Sec Type,Country,State
AGLFF,ANGELALIGN TECH INC,Pink Current,0.000000,,0,Foreign Ordinary Shares,,
AGLNF,AGL ENERGY ORD,Pink Current,7.360000,,0,Foreign Ordinary Shares,Australia,New South Wales
AGLXY,AGL ENERGY SP/ADR,Pink Current,7.290000,,70,ADRs,Australia,New South Wales
AGLY,ATLANTIS GLORY INC,Pink Current,2.050000,,0,Common Stock,Hong Kong,
AGMJF,ALGOMA CENT CORP,Pink Current,11.500000,,0,Foreign Ordinary Shares,Canada,Ontario
AGMRF,SILVER MTN RES INC,OTCQB,0.104400,3.674300,124927,Foreign Ordinary Shares,Canada,Ontario
AGNMF,AGRONOMICS LTD,Pink Current,0.132000,-8.883800,44033,Foreign Ordinary Shares,Isle of Man,
AGNPF,ALGERNON PHRMCTCLS  A INC,OTCQB,0.155000,-2.331400,24370,Foreign Ordinary Shares,Canada,British Columbia
AGNY,AGAVENNY CORPORATION,Pink Limited,0.045700,,0,Common Stock,USA,California
AGORF,AGORA HOSPITALITY GRP CO,Pink Limited,0.173300,,0,Foreign Ordinary Shares,Japan,
AGPPF,ANGLO PLATINUM LTD ORD,Pink Current,43.282500,,0,Foreign Ordinary Shares,South Africa,
AGPYF,AGILE PROPERTY HLDGS LTD,Pink Current,0.195630,,0,Foreign Ordinary Shares,Hong Kong,
AGPYY,AGILE GRP HLDGS UNSP/ADR,Pink Current,7.937500,,0,ADRs,Hong Kong,
AGQPF,ALGONQUIN PWR&UTY PFD D,Pink Current,14.450000,,0,Preferred Stock,Canada,Ontario
AGRDF,MINNOVA CORP ORD,Pink Current,0.040000,,0,Foreign Ordinary Shares,Canada,Ontario
AGREF,ARGONAUT RESOURCES NL,Pink Current,0.000800,,0,Foreign Ordinary Shares,Australia,
AGRIP,AGRIBANK FCB FXD/FLT A PR,Pink Current,99.060000,,0,Preferred Stock,USA,Minnesota
AGRMF,AGRIMIN LTD,Pink Current,0.000000,,0,Foreign Ordinary Shares,,
AGRPF,ABSA GROUP LTD  ORD,Pink Current,8.160000,,0,Foreign Ordinary Shares,South Africa,
AGRPY,ABSA GROUP LTD S/ADR,Pink Current,17.995000,,146,ADRs,South Africa,
AGRUF,AF GRUPPEN ASA A,Pink Limited,12.000000,,0,Foreign Ordinary Shares,,
AGSS,AMERIGUARD SECURITY SVC,Pink Current,0.650000,,0,Common Stock,USA,California
AGSVF,ARGENTUM SILVER CORP,Pink Current,0.012200,,0,Foreign Ordinary Shares,Canada,British Columbia
AGTEF,AGTECH HOLDINGS LTD ORD,Pink Current,0.031400,,0,Foreign Ordinary Shares,Hong Kong,
AGTT,ANGSTROM TECHNOLOGIES INC,Pink Limited,0.041000,,0,Common Stock,USA,Kentucky
AGTX,AGENTIX CORP,Pink Current,0.070000,,0,Common Stock,USA,California
AGVNF,ARGO INVESTMENTS LTD ORD,Pink Current,5.800000,,0,Foreign Ordinary Shares,,
AGXKF,ANGLO ASIAN MNG PLC ORD,Pink Current,1.187000,,0,Foreign Ordinary Shares,United Kingdom,
AGXPF,SILVER X MNG CORP,OTCQB,0.202800,-2.076300,99827,Foreign Ordinary Shares,Canada,British Columbia
AGXRW,AGILE THERAPEUTICS WTS,Pink Current,0.000000,,0,Warrants,USA,New Jersey
AGXTF,ARGENTEX GROUP PLC,Pink Current,0.000000,,0,Foreign Ordinary Shares,United Kingdom,
AGXXF,AGILYX ASA,OTCQX International,2.990000,,0,Foreign Ordinary Shares,USA,New Hampshire
AGYP,ALLIED ENERGY CORP,Pink Current,0.029900,0.000000,11150,Common Stock,USA,Texas
AGYTF,ALLERGY THERAPEUTICS PLC,Pink Current,0.175000,,0,Foreign Ordinary Shares,United Kingdom,
AGYYF,ARMOUR ENERGY LTD,Pink Current,0.000000,,0,Foreign Ordinary Shares,,
AGZNF,AEGEAN AIRLINES ORD,Pink Limited,11.300000,,0,Foreign Ordinary Shares,Greece,
AHAHF,DESIGN MILK CO LTD NEW,Pink Current,3.000000,,0,Foreign Ordinary Shares,USA,New York
AHCHF,ANHUI CONCH CEMENT,Pink Current,2.545000,-4.681600,10958,Foreign Ordinary Shares,China,
AHCHY,ANHUI CONCH CEM UNSP/ADR,Pink Current,12.750000,-1.544400,45217,ADRs,China,
AHEXF,ADECCO GROUP AG ORD,Pink Limited,33.150000,,0,Foreign Ordinary Shares,Switzerland,
AHEXY,ADECCO GROUP AG UNSP/ADR,Pink Limited,16.990000,1.493400,23884,ADRs,Switzerland,
AHFCF,FLOW CAP CORP,Pink Current,0.370000,,0,Foreign Ordinary Shares,Canada,Ontario
AHGHF,ALTHEA GROUP HLDGS,Pink Current,0.350000,,0,Foreign Ordinary Shares,,
AHHLF,ASAHI HOLDINGS INC ORD,Pink Limited,1.110000,,0,Foreign Ordinary Shares,,
AHICF,ASAHI INTEC CO LTD,Pink Limited,11.070000,,0,Foreign Ordinary Shares,,
AHIX,ALUF HOLDINGS INC,Pink Current,0.011400,-10.236200,38949,Common Stock,USA,Florida
AHKSF,ASAHI KAISEI CORP,Pink Limited,6.770000,-0.733100,893,Foreign Ordinary Shares,Japan,
AHKSY,ASAHI KAISEI CRP UNSP/ADR,Pink Limited,13.700400,-0.649700,55869,ADRs,Japan,
AHLAS,RSE ARCHIVE HONUS T206,Pink Current,143.000000,-0.694400,3,Other Security Type,USA,New York
AHLBS,RSE ARCHIVE TWOCITIES,Pink Current,0.000000,,0,Other Security Type,USA,New York
AHLCS,RSE ARCHIVE 39TEDWILL,Pink Current,6.000000,,5,Other Security Type,USA,New York
AHLES,RSE ARCHIVE 09TROUT2,Pink Current,2.950000,,0,Other Security Type,USA,New York
AHLFS,RSE ARCHIVE 91JORDAN,Pink Current,0.000000,,0,Other Security Type,USA,New York
AHLGS,RSE ARCHIVE 1990 ROLEX,Pink Current,0.000000,,0,Other Security Type,USA,New York
AHLHS,RSE ARCHIVE 2006 BAROLO,Pink Current,0.000000,,4,Other Security Type,USA,New York
AHLJS,RSE ARCHIVE 13GIANNIS,Pink Current,0.000000,,2,Other Security Type,USA,New York
AHLKS,RSE ARCHIVE 59FLASH,Pink Current,0.000000,,0,Other Security Type,USA,New York
AHLLS,RSE ARCHIVE HUCKFINN,Pink Current,0.000000,,1,Other Security Type,USA,New York
AHLMS,RSE ARCHIVE 1601 RIVIERA,Pink Current,0.000000,,0,Other Security Type,USA,New York
AHLNS,RSE ARCHIVE 07DURANT,Pink Current,0.000000,,0,Other Security Type,USA,New York
AHLOS,RSE ARCHIVE 18LUKA,Pink Current,0.000000,,0,Other Security Type,USA,New York
AHLPS,RSE ARCHIVE 97KOBE,Pink Current,0.000000,,18,Other Security Type,USA,New York
AHLQS,RSE ARCHIVE CURIO CARDS,Pink Current,0.000000,,0,Other Security Type,USA,New York
AHLRS,RSE ARCHIVE PLAYSTATION,Pink Current,0.000000,,0,Other Security Type,USA,New York
AHLSS,RSE ARCHIVE BARRY BDS,Pink Current,0.000000,,0,Other Security Type,USA,New York
AHLTS,RSE ARCHIVE 2019 GIBSON,Pink Current,0.000000,,4,Other Security Type,USA,New York
AHLUS,RSE ARCHIVE 41 DETECTIVE,Pink Current,4.100000,,10,Other Security Type,USA,New York
AHNR,ATHENA GOLD CORPORATION,OTCQB,0.055300,,19,Foreign Ordinary Shares,USA,California
AHODF,KONINKLIJKE AHOLD DEL ORD,OTCQX International Premier,33.268500,,57,Foreign Ordinary Shares,The Netherlands,
AHOTF,AMERICAN HOTEL I/P REIT,OTCQX International,1.790800,-1.060800,1730,Units,Canada,British Columbia
AHRO,AUTHENTIC HOLDINGS INC,Pink Current,0.001200,-14.285700,12090466,Common Stock,USA,New Jersey
AHRT,AMERICAN HLTHCARE REIT T,Pink Current,0.000000,,0,Common Stock,USA,California
AHTR,AMERICAN HLTHCARE REIT I,Pink Current,18.000000,-2.702700,224,Common Stock,USA,California
AHVAS,RSE ARCHIVE 09COBB,Pink Current,0.000000,,0,Other Security Type,USA,New York
AHVBS,RSE ARCHIVE 56AARON,Pink Current,2.700000,,1,Other Security Type,USA,New York
AHVCS,RSE COLLECTION SER BMW 1M,Pink Current,0.000000,,0,Other Security Type,,
AHVDS,RSE ARCHIVE VANHALEN,Pink Current,0.000000,,0,Other Security Type,USA,New York
AHWSF,ATHENS WTR&SWGE PUB EYDAP,Pink Limited,8.100000,,0,Foreign Ordinary Shares,Greece,
AIAD,AIADVERTISING INC,Pink Limited,0.010100,-6.264500,3643498,Common Stock,USA,Texas
AIAGF,AURUBIS AG ORD,Pink Current,84.650000,,14,Foreign Ordinary Shares,Germany,
AIAGY,AURUBIS AG UNSP/ADR,Pink Current,41.850000,-5.198800,238,ADRs,Germany,
AIBGY,AIB GROUP PLC UNSP/ADR,Pink Current,8.250000,4.298400,753,ADRs,Ireland,
AICAF,AIR CHINA LTD H SHS,Pink Limited,0.736300,,0,Foreign Ordinary Shares,China,
AICHF,AICHI STEEL CORP,Pink Limited,0.000000,,0,Common Stock,,
AICOF,GENERATIVE AI SOLUTIONS,OTCQB,0.834100,-1.406600,156721,Foreign Ordinary Shares,Canada,British Columbia
AIDG,AIS HLDGS GROUP INC,Pink Current,0.000000,,0,Common Stock,Japan,
AIFLF,AIFUL CORP,Pink Limited,2.500000,,0,Foreign Ordinary Shares,Japan,
AIFLY,AIFUL CORP UNSP/ADR,Pink Limited,1.090000,,0,ADRs,Japan,
AIFS,AGENT INFORMATION SFTWRE,Pink Current,1.180000,,0,Common Stock,USA,California
AIHLF,ADCOCK INGRAM HLDGS LTD,Pink Current,3.140000,,0,Foreign Ordinary Shares,,
AIHZF,AI HOLDINGS CORP ORD,Pink Limited,0.000000,,0,Foreign Ordinary Shares,,
AIIXY,AIXTRON SE UNSP/ADR,Pink Current,63.400000,,76,ADRs,Germany,
AIKCF,AICA KOGYO CO LTD ORD,Pink Limited,0.000000,,0,Foreign Ordinary Shares,,
AIKO,ALTERNATIVE INVST CORP,Pink Current,0.000100,,0,Common Stock,USA,New York
AILIH,AMEREN ILLINOIS 4.08 PFD,Pink Current,73.687500,,0,Preferred Stock,USA,Illinois
AILIM,AMEREN ILLINOIS 4.70 PFD,Pink Current,85.850000,,0,Preferred Stock,USA,Illinois
AILIN,AMEREN ILLINOIS 4.42 PFD,Pink Current,78.000000,,0,Preferred Stock,USA,Illinois
AILIO,AMEREN ILLINOIS 4.26 PFD,Pink Current,80.500000,,0,Preferred Stock,USA,Illinois
AILIP,AMEREN ILLINOIS  4.20 PFD,Pink Current,78.500000,,0,Preferred Stock,USA,Illinois
AILLI,AMEREN ILLINOIS CO 5.16PR,Pink Current,96.000000,,0,Preferred Stock,USA,Illinois
AILLM,AMEREN ILLINOIS CO 4.92PR,Pink Current,91.000000,,0,Preferred Stock,USA,Illinois
AILLN,AMEREN ILLINOIS CO 4.90PR,Pink Current,88.500000,,0,Preferred Stock,USA,Illinois
AILLO,AMEREN ILLINOIS CO 4.25PR,Pink Current,80.000000,,0,Preferred Stock,USA,Illinois
AILLP,AMEREN ILLINOIS 4 PFD,Pink Current,75.000000,,0,Preferred Stock,USA,Illinois
AILQF,AIRLQ INC NEW,Pink Current,0.260000,5.605200,164,Foreign Ordinary Shares,Canada,Ontario
AILTF,ARGENT INDUSTRIAL LTD,Pink Current,0.000000,,0,Foreign Ordinary Shares,,
AIMFF,AIMIA INC,Pink Current,2.510000,0.400000,48900,Foreign Ordinary Shares,Canada,Ontario
AIMLF,AI / ML INNOVATIONS INC,OTCQB,0.113700,-17.007300,82814,Foreign Ordinary Shares,Canada,British Columbia
AINMF,NETRAMARK HLDGS INC,OTCQB,0.218400,,0,Foreign Ordinary Shares,Canada,Ontario
AINSF,AINSWORTH GAME TECH LTD,Pink Current,0.690000,,0,Foreign Ordinary Shares,Australia,New South Wales
AIPG,AI TECHNOLOGY GROUP INC,Pink Limited,0.010000,,0,Common Stock,USA,Nevada
AIPUF,AIRPORT OF THAILAND NVDR,Pink Limited,1.890000,,0,Foreign Ordinary Shares,Thailand,
AIPUY,AIRPORT OF THLND UNSP/ADR,Pink Limited,19.765400,1.606400,631,ADRs,Thailand,
AIQUF,L'AIR LIQUIDE ORD,Pink Limited,172.252500,1.198500,508,Foreign Ordinary Shares,France,
AIQUY,L'AIR LIQUIDE SA UNSP/ADR,Pink Limited,34.280000,1.061300,124528,ADRs,France,
AIRRF,AURION RESOURCES LTD ORD,OTCQX International,0.435200,0.207200,8549,Foreign Ordinary Shares,Canada,Newfoundland
AIRYY,AIR CHINA LTD S/ADR,Pink Limited,14.220000,,0,ADRs,China,
AISSF,AIS RES LTD ORD,OTCQB,0.007320,,0,Foreign Ordinary Shares,Canada,British Columbia
AITLF,AIRTIFICIAL INTELLIGENCE,Pink Limited,0.159600,,0,Foreign Ordinary Shares,,
AITUF,ANRITSU CORP,Pink Limited,9.250000,,0,Foreign Ordinary Shares,Japan,
AITUY,ANRITSU CORP UNSP/ADR,Pink Limited,8.453100,,0,ADRs,Japan,
AITVF,ASIAN TV NETWORK INTL LTD,Pink Current,0.104500,,0,Foreign Ordinary Shares,,
AITX,ARTIFICIAL INTL SLTNS,Pink Current,0.007300,-2.013400,28358761,Common Stock,USA,Michigan
AIVAF,AVIVA PLC,Pink Current,5.010000,,50,Foreign Ordinary Shares,United Kingdom,
AIXN,AIXIN LIFE INTL INC,OTCQB,3.500000,20.689700,564,Common Stock,China,
AIXXF,AIXTRON SE NAMEN AKT,Pink Current,31.050000,,30,Foreign Ordinary Shares,Germany,
AJIA,AJIA INNOGROUP HLDG LTD,Pink Current,0.250000,,0,Common Stock,USA,Nevada
AJINF,AJINOMOTO CO INC,Pink Limited,40.410000,,0,Foreign Ordinary Shares,Japan,
AJINY,AJINOMOTO CO UNSP/ADR,Pink Limited,39.860000,0.504300,21680,ADRs,Japan,
AJLGF,AJ LUCAS GROUP LTD,Pink Current,0.011600,,0,Foreign Ordinary Shares,Australia,New South Wales
AJMPF,ASHMORE GROUP PLC ORD,Pink Current,2.460000,,0,Foreign Ordinary Shares,United Kingdom,
AJOY,AYUJOY HERBALS LTD,Pink Current,0.030000,-14.285700,2810,Common Stock,USA,Virginia
AJSCY,AJISEN CHINA HLD UNSP/ADR,Pink Current,0.000000,,0,ADRs,,
AKAAF,AKER ASA A SHS,Pink Limited,63.500000,,0,Foreign Ordinary Shares,,
AKAFF,AKATSUKI INC,Pink Limited,16.790000,,0,Foreign Ordinary Shares,,
AKAVF,HOMERUN RES INC,Pink Current,0.011000,-96.803300,5375,Foreign Ordinary Shares,Canada,British Columbia
AKBDY,AKBANK T/A/S GDR 144A,Pink Limited,0.000000,,0,New York Registry Shs,Turkey,
AKBIF,AKEBONO BRAKE INDUS ORD,Pink Limited,1.080000,,0,Foreign Ordinary Shares,Japan,
AKBKF,AKITA BANK LTD,Pink Limited,2.500000,,0,Foreign Ordinary Shares,,
AKBLF,ALK-ABELLO AS B SHS NEW,Pink Limited,8.700000,,0,Foreign Ordinary Shares,Denmark,
AKBTY,AKBANK T/A/S S/ADR,OTCQX International Premier,1.630000,2.515700,2931,ADRs,Turkey,
AKCCF,AKER CARBON CAPTURE ASA,Pink Current,1.260000,2.439000,8237,Foreign Ordinary Shares,Norway,
AKEJF,ARIAKE JAPAN,Pink Limited,35.750000,,0,Foreign Ordinary Shares,,
AKEMF,ALASKA ENERGY METALS CORP,OTCQB,0.378550,4.025800,24370,Foreign Ordinary Shares,Canada,British Columbia
AKESF,AKESO INC,Pink Current,5.000000,,0,Foreign Ordinary Shares,,
AKKVF,AKASTOR ASA ASA,Pink Limited,0.892500,,0,Foreign Ordinary Shares,Norway,
AKMYF,OCEANSIX FUTURE PATHS LTD,OTCQB,0.030000,,0,Foreign Ordinary Shares,Israel,
AKOM,AERKOMM INC,Pink Limited,3.400000,,0,Common Stock,USA,Nevada
AKRBF,AKER BP ASA ORD,OTCQX International,24.820000,,0,Foreign Ordinary Shares,Norway,
AKRBY,AKER BP ASA U/ADR,OTCQX International,11.430000,,2,ADRs,Norway,
AKRCY,AKER CARBON CAPTURE U/ADR,Pink Current,0.000000,,0,ADRs,Norway,
AKRFF,ACKROO INC,Pink Current,0.070000,37.254900,37000,Foreign Ordinary Shares,Canada,British Columbia
AKRRF,PHILLY SHIPYARD ASA ORD,Pink Current,4.400000,,0,Foreign Ordinary Shares,Norway,
AKRYY,AKER SOLTNS ASA UNSP/ADR,Pink Limited,6.200000,,0,ADRs,Norway,
AKTAF,AKITA DRILLING LTD A,Pink Current,1.050000,-0.943400,1403,Foreign Ordinary Shares,Canada,Alberta
AKZOF,AKZO NOBEL NV ORD NEW,OTCQX International Premier,79.050000,,56,Foreign Ordinary Shares,The Netherlands,
AKZOY,AKZO NOBEL N V S/ADR,OTCQX International Premier,26.500000,0.264900,36948,ADRs,The Netherlands,
ALABF,AURORA LABS LTD,Pink Current,0.033000,,0,Foreign Ordinary Shares,,
ALAVF,ALLIANCE AVIATION SERVICE,Pink Current,0.000000,,0,Foreign Ordinary Shares,,
ALBAF,ALBA MINERALS RESOCES PLC,Pink Current,0.003900,,0,Foreign Ordinary Shares,United Kingdom,
ALBBY,ALIBABA HEALTH UNSP/ADR,Pink Current,11.950000,,0,ADRs,Hong Kong,
ALBHF,ALIBABA HEALTH INFO TECH,Pink Current,0.613180,4.566800,1500,Foreign Ordinary Shares,Hong Kong,
ALBKF,ALPHA SVCS & HLDGS S A,Pink Limited,1.670000,,0,Foreign Ordinary Shares,Greece,
ALBKY,ALPHA SVCS & HLDGS S/ADR,Pink Limited,0.377450,-4.394600,539,ADRs,Greece,
ALBY,COMMUTY CAP BNCSHS INC,OTCQX U.S.,16.750000,,29,Common Stock,USA,Georgia
ALCPF,ALCHIP TECHNOLOGS LTD TWD,Pink Limited,0.000000,,0,Foreign Ordinary Shares,,
ALCUF,ALPHA COPPER CORP,Pink Current,0.088000,1.149400,66377,Foreign Ordinary Shares,Canada,British Columbia
ALDA,ATLANTICA INC,Pink Current,1.100000,,0,Common Stock,USA,Florida
ALDS,APPLIFE DIGITAL SOLUTIONS,OTCQB,0.014100,,0,Common Stock,USA,California
ALDVF,KIPLIN METALS INC,Pink Current,0.164700,,1,Foreign Ordinary Shares,Canada,British Columbia
ALEAF,ALEAFIA HEALTH INC ORD,OTCQB,0.017700,-7.812500,49068,Foreign Ordinary Shares,Canada,Ontario
ALEDY,ALLIED GROUP LTD UNSP/ADR,Pink Current,8.470000,,0,ADRs,Hong Kong,
ALEEF,ALERIO GOLD CORP,OTCQB,0.035000,,0,Foreign Ordinary Shares,Canada,British Columbia
ALEGF,ALLEGRO EU SA,Pink Limited,8.510700,,0,Foreign Ordinary Shares,,
ALFDF,ASTRAL FOODS LTD,Pink Current,7.390000,,0,Foreign Ordinary Shares,South Africa,
ALFFF,ALFA S.A.B DE CV ORD A SH,Pink Limited,0.620500,,0,Foreign Ordinary Shares,Mexico,
ALFMF,APOLLO FUTURE MBILITY GRP,Pink Current,0.000000,,0,Foreign Ordinary Shares,,
ALFNF,ALFEN NV,Pink Limited,90.500000,,65,Foreign Ordinary Shares,,
ALFRY,ALFRESA HLDGS CORP ADR,Pink Limited,13.420000,,0,ADRs,,
ALFVF,ALFA-LAVAL AB,Pink Limited,36.460000,,0,Foreign Ordinary Shares,Sweden,
ALFVY,ALFA-LAVAL AB UNSP/ADR,Pink Limited,34.610000,0.581200,15308,ADRs,Sweden,
ALGCF,ALLEGIANCE COAL LTD,Pink Limited,0.008000,,0,Foreign Ordinary Shares,,
ALGEF,ALLIGATOR ENERGY LTD,Pink Current,0.020000,-11.111100,130353,Foreign Ordinary Shares,Australia,Victoria
ALGGF,ALLIANCE GLOBAL GROUP INC,Pink Limited,0.250000,-8.725800,4000,Foreign Ordinary Shares,Philippines,
ALGGY,ALLIANCE GLBL GP UNSP/ADR,Pink Limited,11.980000,,0,ADRs,Philippines,
ALGLF,ALMA GOLD INC,Pink Current,0.094400,,0,Foreign Ordinary Shares,,
ALHPF,ALPHA HPA LTD,Pink Current,0.000000,,0,Foreign Ordinary Shares,,
ALID,ALLIED CORP,OTCQB,0.250000,8.695700,3540,Common Stock,Canada,British Columbia
ALITF,ALLIANCE TRUST CO LTD ORD,Pink Current,12.570000,,0,Foreign Ordinary Shares,United Kingdom,Scotland
ALIV,AUTOLIV INC SWEDISH D/R,Pink Current,0.000000,,0,Other Security Type,Sweden,
ALIZF,ALLIANZ AG NAMEN AKT,Pink Current,224.240000,0.768400,67,Foreign Ordinary Shares,Germany,
ALIZY,ALLIANZ SE UNSP/ADR,Pink Current,22.560000,1.165900,107148,ADRs,Germany,
ALKEF,ALKANE RES LTD ORD,Pink Current,0.483900,7.533300,8000,Foreign Ordinary Shares,Australia,Western Australia
ALKM,ALKAME HOLDINGS INC,Pink Limited,0.000200,-33.333300,55657497,Common Stock,USA,Nevada
ALLIF,ATLANTIC LITHIUM LTD,OTCQX International,0.320000,-7.487700,13325,Foreign Ordinary Shares,Australia,
ALMFF,ALTIUM LTD ORD,Pink Current,24.520000,,0,Foreign Ordinary Shares,Australia,New South Wales
ALMGF,ALCHEMIST MNG INC,Pink Current,0.550000,,0,Foreign Ordinary Shares,Canada,British Columbia
ALMMF,ALUMINUM CORP CHINA LTD H,Pink Current,0.429459,-0.873900,105000,Foreign Ordinary Shares,China,
ALMOF,ALPHAMAB ONCOLOGY,Pink Current,0.000000,,0,Foreign Ordinary Shares,China,Hong Kong
ALMRY,ALMIRALL SA U/ADR,Pink Limited,0.000000,,0,ADRs,,
ALMTF,ALMONTY INDS INC ORD,OTCQX International,0.420000,-4.349800,18129,Foreign Ordinary Shares,Canada,Ontario
ALMU,AELUMA INC,OTCQB,2.880000,,0,Common Stock,USA,California
ALNPF,ANA HOLDINGS INC ORD NEW,Pink Current,23.425000,,0,Foreign Ordinary Shares,Japan,
ALNPY,ANA HOLDINGS INC S/ADR,Pink Current,4.770000,-0.625000,874,ADRs,Japan,
ALNZF,ALLIANZ TECHNOLOGY TR PLC,Pink Current,0.000000,,0,Foreign Ordinary Shares,United Kingdom,
ALOD,ALLIED RESOURCES INC,Pink Current,0.125000,,0,Common Stock,USA,Utah
ALORY,ALIOR BANK SA UNSP/ADR,Pink Limited,2.070000,,0,ADRs,Poland,
ALPGF,ALPHA GROWTH PLC,OTCQB,0.020000,,0,Foreign Ordinary Shares,United Kingdom,England
ALPIB,ALPINE BKS COLO CL B,OTCQX U.S.,27.380000,0.000000,250,Common Stock,USA,Colorado
ALPMF,ASTELLAS PHARMA INC,Pink Limited,14.550000,0.761800,32900,Foreign Ordinary Shares,Japan,
ALPMY,ASTELLAS PHARMA UNSP/ADR,Pink Limited,14.400000,-1.234600,272269,ADRs,Japan,
ALRGF,ANTLER GOLD INC,Pink Current,0.096720,,0,Foreign Ordinary Shares,Canada,Nova Scotia
ALRHF,ALLREAL HOLDING AG,Pink Limited,133.800000,,0,Foreign Ordinary Shares,,
ALRTF,ALR TECHNOLOGIES SG LTD,OTCQB,0.037500,25.000000,1800,Common Stock,Singapore,
ALSI,ATLAS RESOURCES INTL INC,Pink Limited,0.052600,,0,Common Stock,USA,Utah
ALSMY,ALSTOM UNSP/ADR,Pink Limited,2.770000,1.094900,169653,ADRs,France,
ALSSF,ALSCA SA,Pink Limited,3.450000,,0,Foreign Ordinary Shares,Mexico,
ALST,ALLSTAR HLTH BRANDS INC,Pink Current,0.000600,-25.000000,8362798,Common Stock,Canada,Ontario
ALSYY,ALS LTD UNSP/ADR,Pink Current,0.000000,,0,ADRs,Australia,
ALTAF,MORELLA CORP LTD,Pink Current,0.009900,0.000000,25000,Foreign Ordinary Shares,Australia,
ALTB,ALPINE AUTO BROKERS INC,Pink Current,3.900000,,0,Common Stock,USA,New York
ALTD,ALTITUDE INTL INC,Pink Limited,0.001700,-32.000000,1504,Common Stock,USA,Florida
ALTHF,ALTECH CHEMICALS LTD,Pink Current,0.049500,,0,Foreign Ordinary Shares,,
ALTMW,ALTUS MIDSTREAM CO WTS,Pink Current,0.000500,,0,Warrants,USA,Texas
ALTPF,ALTIPLANO METALS INC ORD,Pink Current,0.080000,,0,Foreign Ordinary Shares,Canada,Alberta
ALTX,ALTEX INDUS INC,Pink Current,0.141000,-0.791600,11599,Common Stock,USA,Colorado
ALVLF,BIG RIDGE GOLD CORP,OTCQB,0.070000,-2.777800,130000,Foreign Ordinary Shares,Canada,Ontario
ALVOF,ALVOPETRO ENERGY LTD,OTCQX International,7.410000,0.135100,17163,Foreign Ordinary Shares,Canada,Alberta
ALVSF,A LIVING SMART CITY SVCS,Pink Current,0.000000,,0,Foreign Ordinary Shares,,
ALXEF,ALX RES CORP,Pink Current,0.020380,-9.823000,451236,Foreign Ordinary Shares,Canada,British Columbia
ALXXF,AVANTE CORP,Pink Current,0.700700,,0,Foreign Ordinary Shares,,
ALZCF,ALZCHEM GROUP AG,Pink Current,27.640000,,0,Foreign Ordinary Shares,,
ALZPF,ALONY HETZ PROP & INVST,Pink Limited,10.769300,,0,Foreign Ordinary Shares,,
AMADF,AMADEUS IT GROUP SA ORD,Pink Limited,72.850000,2.446900,1128,Foreign Ordinary Shares,Spain,
AMADY,AMADEUS IT GROUP UNSP/ADR,Pink Limited,72.760000,1.379400,22666,ADRs,Spain,
AMANF,AMANO CORP,Pink Limited,18.065000,,0,Foreign Ordinary Shares,Japan,
AMBBF,AMBARI BRANDS INC,OTCQB,0.351000,-7.509900,17169,Foreign Ordinary Shares,Canada,British Columbia
AMBBY,AMBU A S UNSP/ADR,Pink Limited,16.600000,3.579700,9410,ADRs,Denmark,
AMBFF,AMBU A S ORD,Pink Limited,16.640000,15.958200,550,Foreign Ordinary Shares,Denmark,
AMBK,AMER BANK INC (PA),Pink Current,18.430000,2.388900,100,Common Stock,USA,Pennsylvania
AMBS,AMARANTUS BIOSCIENCE HLDG,Pink Current,0.000720,-20.000000,1090069,Common Stock,USA,New York
AMBUY,AMBUJA CEMENTS LTD 144A,Pink Limited,0.000000,,0,ADRs,India,
AMBZ,AMER BUSINESS BK CA,OTCQX U.S. Premier,25.950000,,0,Common Stock,USA,California
AMCCF,AMCOR PLC CDI,Pink Current,9.750000,,0,Foreign Ordinary Shares,,
AMDLY,AMADA CO LTD UNSP/ADR,Pink Limited,34.380000,,0,ADRs,Japan,
AMDOF,AMEDEO AIR FOUR PLUS LTD,Pink Current,0.630000,,0,Foreign Ordinary Shares,Guernsey,
AMDUF,AMUNDI SA,Pink Limited,60.420000,6.699500,1000,Foreign Ordinary Shares,,
AMDWF,AMADA CO LTD ORD,Pink Limited,9.880000,,0,Foreign Ordinary Shares,Japan,
AMEGF,AMERICAN EAGLE GOLD CORP,OTCQB,0.223000,-7.083300,143000,Foreign Ordinary Shares,Canada,Ontario
AMEN,AMEN PROPERTIES INC,Pink Limited,545.000000,,0,Common Stock,USA,Texas
AMEUF,ANTERIS TECHNOLOGIES LTD,Pink Current,14.000000,,0,Foreign Ordinary Shares,Australia,Queensland
AMFC,AMB FINANCIAL CORP,Pink Current,20.010000,-4.760100,400,Common Stock,USA,Indiana
AMFL,AMERICAN FILMS INC,Pink Current,0.410000,-19.607800,1000,Common Stock,USA,Florida
AMFPF,AMPLIFON SPA MILANO,Pink Limited,35.880000,,0,Foreign Ordinary Shares,Italy,
AMFPY,AMPLIFON SPA UNSP/ADR,Pink Limited,0.000000,,0,ADRs,Italy,
AMGDF,ASTON MARTIN LAGO NEW,Pink Current,4.490000,2.746000,2693,Foreign Ordinary Shares,United Kingdom,
AMGRF,AMA GROUP LTD,Pink Current,0.077300,,450000,Foreign Ordinary Shares,,
AMGXF,ANGES MG INC,Pink Limited,0.786520,,0,Foreign Ordinary Shares,Japan,
AMHG,AMERGENT HOSPITALITY GRP,Pink Limited,0.115000,,0,Common Stock,USA,North Carolina
